mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,f0_mean,f0_std,filename,label
-451.7132263183594,72.33348083496094,26.60341453552246,16.36870765686035,3.035249710083008,-2.088442802429199,-6.735528469085693,0.19521601498126984,-0.9246821999549866,-1.2925567626953125,-5.526595592498779,-4.316155433654785,-4.350356101989746,169.0714569091797,61.01829528808594,31.642379760742188,22.530109405517578,14.026355743408203,14.732270240783691,12.40133285522461,14.263362884521484,14.318702697753906,11.118471145629883,9.855639457702637,9.330608367919922,9.656781196594238,189.40556615821808,13.951128600064363,trial_lie_001_speakerF_segment01.wav,lie_001
-362.9127502441406,91.16413116455078,37.24613571166992,32.78718566894531,-13.27802848815918,-7.214770793914795,-7.799739837646484,-11.997682571411133,-5.710714817047119,-7.306947708129883,-5.7487030029296875,-7.731205463409424,-5.748671054840088,88.07170104980469,64.10445404052734,27.35698699951172,31.209299087524414,19.092344284057617,19.50089454650879,12.963556289672852,14.546615600585938,13.289050102233887,13.596555709838867,11.679014205932617,11.034806251525879,9.9249849319458,200.7195511851093,18.012875373422588,trial_lie_002_speakerF_segment01.wav,lie_002
-376.6753845214844,114.78069305419922,32.28935623168945,26.330142974853516,-10.393757820129395,-4.6400065422058105,-6.573025703430176,-5.939808368682861,-2.562836170196533,-4.6060261726379395,-2.8225791454315186,-6.4419121742248535,-4.086772918701172,91.57145690917969,58.32115173339844,28.961402893066406,29.749221801757812,20.994585037231445,21.40007209777832,16.702299118041992,15.434479713439941,14.07541561126709,14.331040382385254,9.816450119018555,11.0311918258667,10.575565338134766,187.68711729324468,34.598324015635846,trial_lie_002_speakerF_segment02.wav,lie_002
-373.1762390136719,98.0239028930664,26.11620330810547,31.58828353881836,-8.664648056030273,-10.710068702697754,-13.563704490661621,-8.210872650146484,-7.7493109703063965,-7.6809587478637695,-5.2220563888549805,-7.7185564041137695,-7.930243015289307,99.63910675048828,64.06973266601562,31.975282669067383,25.15717124938965,18.069969177246094,18.97933006286621,16.345155715942383,14.823904991149902,11.359416961669922,12.22534465789795,10.098243713378906,10.687012672424316,9.750715255737305,194.60587654397324,32.463967050785826,trial_lie_002_speakerF_segment03.wav,lie_002
-374.49530029296875,94.37355041503906,27.895931243896484,28.337623596191406,-12.591850280761719,-8.130974769592285,-10.438989639282227,-8.819609642028809,-8.007818222045898,-8.406346321105957,-6.6347808837890625,-7.035892963409424,-7.7316741943359375,96.66729736328125,61.82341003417969,29.292165756225586,28.801074981689453,20.53481674194336,19.93777084350586,15.32772159576416,13.081218719482422,12.720263481140137,12.597200393676758,9.184450149536133,9.974976539611816,10.053972244262695,201.4314914730601,16.00382740148647,trial_lie_002_speakerF_segment04.wav,lie_002
-391.16796875,98.44432830810547,27.53359031677246,22.502090454101562,-11.878525733947754,-5.624397277832031,-8.943099021911621,-13.216426849365234,-4.338963031768799,-4.699255466461182,-4.998244762420654,-5.567892551422119,-3.5600430965423584,99.85017395019531,62.90080261230469,28.42635154724121,32.812713623046875,22.797513961791992,18.7614803314209,14.611910820007324,14.972805976867676,12.6466064453125,11.16417407989502,9.819287300109863,9.670002937316895,8.85999870300293,207.54117301863639,21.73013121743048,trial_lie_002_speakerF_segment05.wav,lie_002
-376.0658874511719,102.45176696777344,33.40752410888672,27.61842918395996,-8.362296104431152,-10.608818054199219,-9.825611114501953,-7.300414085388184,-6.360921859741211,-7.89326286315918,-8.055791854858398,-8.01043701171875,-9.505104064941406,97.78044891357422,62.448692321777344,27.699073791503906,25.49574089050293,20.125347137451172,18.22626495361328,13.745072364807129,13.490339279174805,12.183959007263184,12.30030632019043,9.555340766906738,10.797490119934082,8.912994384765625,185.5411100062217,25.78302357888326,trial_lie_002_speakerF_segment06.wav,lie_002
-369.1676330566406,114.50959014892578,24.222585678100586,26.035799026489258,-10.435770988464355,-9.606548309326172,-9.29202938079834,-5.66030740737915,-4.459187984466553,-7.00640869140625,-5.472723007202148,-8.734259605407715,-8.135992050170898,92.39676666259766,52.91111755371094,35.47563934326172,24.53080940246582,17.58313751220703,17.68899154663086,13.58927059173584,14.75859546661377,11.690479278564453,13.080208778381348,10.03821849822998,10.846352577209473,9.517363548278809,193.82765716316484,16.981101596471763,trial_lie_002_speakerF_segment07.wav,lie_002
-363.21002197265625,101.98490905761719,38.15435028076172,30.563526153564453,-12.728205680847168,-12.817951202392578,-9.901792526245117,-5.66055154800415,-7.575117111206055,-8.560165405273438,-8.033537864685059,-7.243165493011475,-6.683413505554199,82.68463134765625,59.852989196777344,30.83165168762207,27.205366134643555,20.373537063598633,17.154571533203125,14.316291809082031,14.795705795288086,12.429043769836426,13.886560440063477,10.45740032196045,10.874564170837402,9.895718574523926,192.90961815364923,28.5901236927034,trial_lie_002_speakerF_segment08.wav,lie_002
-386.138671875,102.76176452636719,34.88785934448242,32.856605529785156,-10.295830726623535,-11.395090103149414,-8.734182357788086,-6.086266040802002,-5.953309535980225,-7.425631046295166,-6.747287750244141,-7.511821269989014,-9.316004753112793,92.91216278076172,56.906028747558594,28.796546936035156,25.168991088867188,20.08202362060547,17.237049102783203,13.704933166503906,14.636332511901855,11.389410018920898,11.98402214050293,9.411688804626465,11.579922676086426,9.679620742797852,185.06214417180377,27.99324257874856,trial_lie_002_speakerF_segment09.wav,lie_002
